,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:23:00,-1.2083333333333333,1.75,2.6666666666666665,0.2916666666666667,-1.7916666666666667,0.6666666666666666,1.5,4.0,1.375,2.625,-2.75,-2.125
2020-09-23 14:24:00,-1.16,1.72,2.56,0.28,-1.84,0.6,1.52,4.08,1.48,2.76,-2.64,-2.12
2020-09-23 14:25:00,-1.1153846153846154,1.7307692307692308,2.423076923076923,0.2692307692307692,-1.8846153846153846,0.5769230769230769,1.5769230769230769,4.1923076923076925,1.6153846153846154,2.923076923076923,-2.576923076923077,-2.1538461538461537
2020-09-23 14:26:00,-1.1111111111111112,1.7407407407407407,2.2962962962962963,0.25925925925925924,-1.8888888888888888,0.5925925925925926,1.5925925925925926,4.333333333333333,1.7777777777777777,3.074074074074074,-2.4814814814814814,-2.1481481481481484
2020-09-23 14:27:00,-1.1428571428571428,1.7857142857142858,2.1785714285714284,0.21428571428571427,-1.8928571428571428,0.6071428571428571,1.5714285714285714,4.464285714285714,1.8928571428571428,3.1785714285714284,-2.4285714285714284,-2.107142857142857
2020-09-23 14:28:00,-1.1724137931034482,1.793103448275862,2.0344827586206895,0.20689655172413793,-1.9310344827586208,0.5862068965517241,1.5862068965517242,4.551724137931035,2.0344827586206895,3.2413793103448274,-2.3793103448275863,-2.103448275862069
2020-09-23 14:29:00,-1.2333333333333334,1.8333333333333333,1.8666666666666667,0.23333333333333334,-1.9333333333333333,0.6,1.6333333333333333,4.633333333333334,2.2,3.2666666666666666,-2.3666666666666667,-2.066666666666667
2020-09-23 14:30:00,-1.3225806451612903,1.8709677419354838,1.6774193548387097,0.22580645161290322,-1.935483870967742,0.6451612903225806,1.7096774193548387,4.741935483870968,2.3548387096774195,3.3225806451612905,-2.3225806451612905,-2.032258064516129
2020-09-23 14:31:00,-1.4375,1.875,1.53125,0.1875,-1.96875,0.6875,1.75,4.8125,2.5,3.40625,-2.25,-2.03125
2020-09-23 14:32:00,-1.5757575757575757,1.8484848484848484,1.3636363636363635,0.18181818181818182,-1.9696969696969697,0.7272727272727273,1.7878787878787878,4.909090909090909,2.6666666666666665,3.484848484848485,-2.1515151515151514,-2.0303030303030303
2020-09-23 14:33:00,-1.7058823529411764,1.8529411764705883,1.2352941176470589,0.17647058823529413,-1.9705882352941178,0.7647058823529411,1.8235294117647058,4.970588235294118,2.7941176470588234,3.5294117647058822,-2.0588235294117645,-2.0588235294117645
2020-09-23 14:34:00,-1.8571428571428572,1.8285714285714285,1.1142857142857143,0.14285714285714285,-1.9714285714285715,0.8285714285714286,1.8285714285714285,5.057142857142857,2.942857142857143,3.5714285714285716,-2.0,-2.057142857142857
2020-09-23 14:35:00,-1.9722222222222223,1.7777777777777777,0.9722222222222222,0.1111111111111111,-2.0,0.8611111111111112,1.8333333333333333,5.111111111111111,3.0555555555555554,3.638888888888889,-1.9166666666666667,-2.0555555555555554
2020-09-23 14:36:00,-2.081081081081081,1.7027027027027026,0.8378378378378378,0.08108108108108109,-2.054054054054054,0.8918918918918919,1.864864864864865,5.1891891891891895,3.135135135135135,3.7027027027027026,-1.8108108108108107,-2.027027027027027
2020-09-23 14:37:00,-2.210526315789474,1.605263157894737,0.7368421052631579,0.05263157894736842,-2.1052631578947367,0.9473684210526315,1.868421052631579,5.2368421052631575,3.236842105263158,3.789473684210526,-1.7105263157894737,-1.9736842105263157
2020-09-23 14:38:00,-2.358974358974359,1.5128205128205128,0.6153846153846154,0.05128205128205128,-2.128205128205128,1.0256410256410255,1.8461538461538463,5.3076923076923075,3.3076923076923075,3.8974358974358974,-1.6153846153846154,-1.8974358974358974
2020-09-23 14:39:00,-2.525,1.45,0.5,0.05,-2.15,1.1,1.85,5.35,3.375,4.025,-1.55,-1.85
2020-09-23 14:40:00,-2.682926829268293,1.3658536585365855,0.3902439024390244,0.04878048780487805,-2.1951219512195124,1.170731707317073,1.8780487804878048,5.365853658536586,3.4390243902439024,4.170731707317073,-1.4878048780487805,-1.8048780487804879
2020-09-23 14:41:00,-2.8095238095238093,1.2619047619047619,0.2857142857142857,0.07142857142857142,-2.2142857142857144,1.2142857142857142,1.880952380952381,5.380952380952381,3.5,4.333333333333333,-1.4047619047619047,-1.7380952380952381
2020-09-23 14:42:00,-2.953488372093023,1.186046511627907,0.16279069767441862,0.09302325581395349,-2.255813953488372,1.2790697674418605,1.8837209302325582,5.395348837209302,3.5813953488372094,4.488372093023256,-1.3255813953488371,-1.6744186046511629
2020-09-23 14:43:00,-3.0681818181818183,1.0909090909090908,0.045454545454545456,0.09090909090909091,-2.3181818181818183,1.3181818181818181,1.9090909090909092,5.386363636363637,3.6818181818181817,4.636363636363637,-1.2272727272727273,-1.6136363636363635
2020-09-23 14:44:00,-3.2,1.0222222222222221,-0.044444444444444446,0.08888888888888889,-2.3555555555555556,1.3777777777777778,1.9333333333333333,5.355555555555555,3.7777777777777777,4.777777777777778,-1.1111111111111112,-1.5777777777777777
2020-09-23 14:45:00,-3.3777777777777778,0.9555555555555556,-0.13333333333333333,0.1111111111111111,-2.466666666666667,1.4444444444444444,2.0,5.4222222222222225,3.977777777777778,5.022222222222222,-1.0,-1.5777777777777777
2020-09-23 14:46:00,-3.577777777777778,0.8888888888888888,-0.2,0.1111111111111111,-2.577777777777778,1.5555555555555556,2.088888888888889,5.488888888888889,4.155555555555556,5.266666666666667,-0.9111111111111111,-1.5555555555555556
2020-09-23 14:47:00,-3.7777777777777777,0.8,-0.3111111111111111,0.15555555555555556,-2.688888888888889,1.6222222222222222,2.1555555555555554,5.6,4.333333333333333,5.555555555555555,-0.8444444444444444,-1.5333333333333334
2020-09-23 14:48:00,-4.022222222222222,0.7111111111111111,-0.4666666666666667,0.17777777777777778,-2.7555555555555555,1.6888888888888889,2.2,5.733333333333333,4.511111111111111,5.8,-0.7555555555555555,-1.4666666666666666
2020-09-23 14:49:00,-4.266666666666667,0.6,-0.6,0.17777777777777778,-2.8,1.711111111111111,2.2,5.822222222222222,4.711111111111111,6.0,-0.6444444444444445,-1.4
2020-09-23 14:50:00,-4.488888888888889,0.4666666666666667,-0.7333333333333333,0.15555555555555556,-2.8222222222222224,1.711111111111111,2.1777777777777776,5.911111111111111,4.911111111111111,6.177777777777778,-0.5111111111111111,-1.3111111111111111
2020-09-23 14:51:00,-4.711111111111111,0.35555555555555557,-0.8666666666666667,0.1111111111111111,-2.8666666666666667,1.6888888888888889,2.1555555555555554,5.955555555555556,5.066666666666666,6.355555555555555,-0.3333333333333333,-1.1777777777777778
2020-09-23 14:52:00,-4.955555555555556,0.24444444444444444,-1.0222222222222221,0.022222222222222223,-2.9555555555555557,1.6888888888888889,2.1333333333333333,6.0,5.266666666666667,6.533333333333333,-0.15555555555555556,-1.0666666666666667
2020-09-23 14:53:00,-5.222222222222222,0.15555555555555556,-1.2,-0.08888888888888889,-3.066666666666667,1.7333333333333334,2.1555555555555554,6.044444444444444,5.511111111111111,6.711111111111111,0.044444444444444446,-0.9555555555555556
2020-09-23 14:54:00,-5.466666666666667,0.06666666666666667,-1.4222222222222223,-0.2,-3.1777777777777776,1.8222222222222222,2.1333333333333333,6.066666666666666,5.777777777777778,6.933333333333334,0.24444444444444444,-0.8
2020-09-23 14:55:00,-5.711111111111111,0.0,-1.6444444444444444,-0.3111111111111111,-3.3333333333333335,1.8888888888888888,2.111111111111111,6.066666666666666,6.066666666666666,7.133333333333334,0.4,-0.6666666666666666
2020-09-23 14:56:00,-5.977777777777778,-0.044444444444444446,-1.8222222222222222,-0.4,-3.4444444444444446,1.9555555555555555,2.0444444444444443,6.111111111111111,6.333333333333333,7.311111111111111,0.5777777777777777,-0.5333333333333333
2020-09-23 14:57:00,-6.222222222222222,-0.06666666666666667,-2.0444444444444443,-0.4444444444444444,-3.577777777777778,2.066666666666667,1.9777777777777779,6.155555555555556,6.622222222222222,7.466666666666667,0.7333333333333333,-0.37777777777777777
2020-09-23 14:58:00,-6.488888888888889,-0.08888888888888889,-2.2666666666666666,-0.5111111111111111,-3.6666666666666665,2.1777777777777776,1.8666666666666667,6.177777777777778,6.888888888888889,7.644444444444445,0.8666666666666667,-0.2222222222222222
2020-09-23 14:59:00,-6.7555555555555555,-0.1111111111111111,-2.466666666666667,-0.6,-3.7777777777777777,2.311111111111111,1.8,6.2,7.177777777777778,7.8,0.9555555555555556,-0.044444444444444446
2020-09-23 15:00:00,-6.977777777777778,-0.08888888888888889,-2.6666666666666665,-0.6444444444444445,-3.888888888888889,2.4444444444444446,1.7333333333333334,6.2,7.4222222222222225,7.911111111111111,1.0222222222222221,0.1111111111111111
2020-09-23 15:01:00,-7.2,-0.06666666666666667,-2.8444444444444446,-0.7111111111111111,-4.044444444444444,2.6,1.6666666666666667,6.222222222222222,7.666666666666667,8.044444444444444,1.0888888888888888,0.28888888888888886
2020-09-23 15:02:00,-7.4222222222222225,-0.044444444444444446,-3.022222222222222,-0.7555555555555555,-4.222222222222222,2.7555555555555555,1.5555555555555556,6.2444444444444445,7.911111111111111,8.155555555555555,1.1555555555555554,0.4888888888888889
2020-09-23 15:03:00,-7.666666666666667,0.022222222222222223,-3.2,-0.8222222222222222,-4.377777777777778,2.9555555555555557,1.4444444444444444,6.311111111111111,8.133333333333333,8.266666666666667,1.2,0.6888888888888889
2020-09-23 15:04:00,-7.888888888888889,0.08888888888888889,-3.3333333333333335,-0.9333333333333333,-4.511111111111111,3.1777777777777776,1.3555555555555556,6.333333333333333,8.355555555555556,8.333333333333334,1.2444444444444445,0.8666666666666667
2020-09-23 15:05:00,-8.133333333333333,0.1111111111111111,-3.4444444444444446,-1.0,-4.644444444444445,3.3555555555555556,1.2444444444444445,6.4,8.555555555555555,8.4,1.3111111111111111,1.0888888888888888
2020-09-23 15:06:00,-8.377777777777778,0.13333333333333333,-3.533333333333333,-1.0666666666666667,-4.8,3.533333333333333,1.0888888888888888,6.444444444444445,8.71111111111111,8.466666666666667,1.4,1.288888888888889
2020-09-23 15:07:00,-8.644444444444444,0.15555555555555556,-3.6222222222222222,-1.1555555555555554,-4.933333333333334,3.7111111111111112,0.9555555555555556,6.466666666666667,8.866666666666667,8.533333333333333,1.4666666666666666,1.4666666666666666
2020-09-23 15:08:00,-8.88888888888889,0.17777777777777778,-3.7333333333333334,-1.2222222222222223,-5.066666666666666,3.8666666666666667,0.8444444444444444,6.511111111111111,9.044444444444444,8.644444444444444,1.488888888888889,1.6
2020-09-23 15:09:00,-9.177777777777777,0.2222222222222222,-3.8222222222222224,-1.288888888888889,-5.2444444444444445,4.044444444444444,0.7555555555555555,6.511111111111111,9.2,8.755555555555556,1.488888888888889,1.7333333333333334
2020-09-23 15:10:00,-9.488888888888889,0.24444444444444444,-3.888888888888889,-1.3555555555555556,-5.4,4.222222222222222,0.6666666666666666,6.488888888888889,9.355555555555556,8.844444444444445,1.5333333333333334,1.9111111111111112
2020-09-23 15:11:00,-9.777777777777779,0.28888888888888886,-3.977777777777778,-1.4,-5.5777777777777775,4.4,0.6222222222222222,6.466666666666667,9.466666666666667,8.911111111111111,1.5333333333333334,2.088888888888889
2020-09-23 15:12:00,-10.044444444444444,0.28888888888888886,-4.044444444444444,-1.4222222222222223,-5.7555555555555555,4.5777777777777775,0.6,6.466666666666667,9.577777777777778,9.022222222222222,1.5777777777777777,2.2666666666666666
2020-09-23 15:13:00,-10.28888888888889,0.3333333333333333,-4.111111111111111,-1.4666666666666666,-5.911111111111111,4.777777777777778,0.5777777777777777,6.511111111111111,9.666666666666666,9.155555555555555,1.6444444444444444,2.466666666666667
2020-09-23 15:14:00,-10.533333333333333,0.3333333333333333,-4.133333333333334,-1.5555555555555556,-6.066666666666666,4.955555555555556,0.5333333333333333,6.533333333333333,9.755555555555556,9.333333333333334,1.711111111111111,2.6444444444444444
2020-09-23 15:15:00,-10.733333333333333,0.3333333333333333,-4.155555555555556,-1.6444444444444444,-6.2,5.111111111111111,0.4666666666666667,6.533333333333333,9.822222222222223,9.488888888888889,1.7555555555555555,2.8444444444444446
2020-09-23 15:16:00,-10.933333333333334,0.37777777777777777,-4.177777777777778,-1.711111111111111,-6.288888888888889,5.288888888888889,0.4444444444444444,6.5777777777777775,9.866666666666667,9.622222222222222,1.7777777777777777,3.066666666666667
2020-09-23 15:17:00,-11.088888888888889,0.4222222222222222,-4.2,-1.8222222222222222,-6.4222222222222225,5.466666666666667,0.4222222222222222,6.5777777777777775,9.911111111111111,9.755555555555556,1.8,3.2666666666666666
2020-09-23 15:18:00,-11.266666666666667,0.4666666666666667,-4.2444444444444445,-1.9555555555555555,-6.533333333333333,5.644444444444445,0.37777777777777777,6.5777777777777775,9.977777777777778,9.933333333333334,1.8222222222222222,3.466666666666667
2020-09-23 15:19:00,-11.422222222222222,0.5555555555555556,-4.288888888888889,-2.0444444444444443,-6.644444444444445,5.8,0.35555555555555557,6.533333333333333,10.044444444444444,10.133333333333333,1.8666666666666667,3.6444444444444444
2020-09-23 15:20:00,-11.622222222222222,0.6666666666666666,-4.288888888888889,-2.1333333333333333,-6.7555555555555555,5.977777777777778,0.35555555555555557,6.488888888888889,10.133333333333333,10.333333333333334,1.8666666666666667,3.8222222222222224
2020-09-23 15:21:00,-11.844444444444445,0.8,-4.288888888888889,-2.2,-6.822222222222222,6.155555555555556,0.3333333333333333,6.444444444444445,10.266666666666667,10.511111111111111,1.8444444444444446,3.977777777777778
2020-09-23 15:22:00,-12.022222222222222,0.9555555555555556,-4.311111111111111,-2.2666666666666666,-6.911111111111111,6.311111111111111,0.3333333333333333,6.4222222222222225,10.4,10.644444444444444,1.8,4.133333333333334
2020-09-23 15:23:00,-12.2,1.0888888888888888,-4.311111111111111,-2.3777777777777778,-7.0,6.466666666666667,0.3333333333333333,6.377777777777778,10.555555555555555,10.733333333333333,1.7333333333333334,4.2444444444444445
2020-09-23 15:24:00,-12.333333333333334,1.2,-4.311111111111111,-2.466666666666667,-7.066666666666666,6.644444444444445,0.3111111111111111,6.333333333333333,10.71111111111111,10.822222222222223,1.6888888888888889,4.355555555555555
2020-09-23 15:25:00,-12.466666666666667,1.3555555555555556,-4.333333333333333,-2.533333333333333,-7.111111111111111,6.8,0.24444444444444444,6.311111111111111,10.88888888888889,10.88888888888889,1.6444444444444444,4.444444444444445
2020-09-23 15:26:00,-12.622222222222222,1.511111111111111,-4.377777777777778,-2.6444444444444444,-7.155555555555556,6.955555555555556,0.17777777777777778,6.266666666666667,11.066666666666666,10.955555555555556,1.6,4.533333333333333
2020-09-23 15:27:00,-12.733333333333333,1.6222222222222222,-4.4222222222222225,-2.7555555555555555,-7.155555555555556,7.088888888888889,0.13333333333333333,6.2,11.2,11.044444444444444,1.5777777777777777,4.644444444444445
2020-09-23 15:28:00,-12.88888888888889,1.7555555555555555,-4.488888888888889,-2.8444444444444446,-7.111111111111111,7.2444444444444445,0.06666666666666667,6.155555555555556,11.333333333333334,11.11111111111111,1.5333333333333334,4.7555555555555555
2020-09-23 15:29:00,-13.0,1.8666666666666667,-4.6,-2.911111111111111,-7.066666666666666,7.355555555555555,0.022222222222222223,6.111111111111111,11.466666666666667,11.155555555555555,1.4666666666666666,4.888888888888889
2020-09-23 15:30:00,-13.11111111111111,1.9555555555555555,-4.711111111111111,-2.977777777777778,-7.022222222222222,7.444444444444445,-0.06666666666666667,6.088888888888889,11.577777777777778,11.177777777777777,1.3777777777777778,4.977777777777778
2020-09-23 15:31:00,-13.2,2.022222222222222,-4.822222222222222,-3.0444444444444443,-6.933333333333334,7.488888888888889,-0.13333333333333333,6.022222222222222,11.688888888888888,11.2,1.3333333333333333,5.066666666666666
2020-09-23 15:32:00,-13.266666666666667,2.088888888888889,-4.911111111111111,-3.111111111111111,-6.822222222222222,7.555555555555555,-0.15555555555555556,5.911111111111111,11.755555555555556,11.222222222222221,1.3111111111111111,5.155555555555556
2020-09-23 15:33:00,-13.311111111111112,2.111111111111111,-4.955555555555556,-3.1777777777777776,-6.7555555555555555,7.622222222222222,-0.17777777777777778,5.777777777777778,11.822222222222223,11.244444444444444,1.288888888888889,5.2444444444444445
2020-09-23 15:34:00,-13.333333333333334,2.1777777777777776,-5.0,-3.2444444444444445,-6.711111111111111,7.688888888888889,-0.17777777777777778,5.644444444444445,11.866666666666667,11.266666666666667,1.2222222222222223,5.311111111111111
2020-09-23 15:35:00,-13.355555555555556,2.2666666666666666,-5.066666666666666,-3.2666666666666666,-6.688888888888889,7.7555555555555555,-0.15555555555555556,5.488888888888889,11.88888888888889,11.266666666666667,1.1777777777777778,5.355555555555555
2020-09-23 15:36:00,-13.377777777777778,2.311111111111111,-5.088888888888889,-3.2666666666666666,-6.622222222222222,7.844444444444444,-0.15555555555555556,5.333333333333333,11.911111111111111,11.28888888888889,1.1333333333333333,5.4
2020-09-23 15:37:00,-13.377777777777778,2.4,-5.133333333333334,-3.2222222222222223,-6.555555555555555,7.955555555555556,-0.1111111111111111,5.2,11.911111111111111,11.333333333333334,1.0888888888888888,5.488888888888889
2020-09-23 15:38:00,-13.377777777777778,2.488888888888889,-5.155555555555556,-3.1555555555555554,-6.488888888888889,8.044444444444444,-0.08888888888888889,5.066666666666666,11.866666666666667,11.333333333333334,1.0666666666666667,5.533333333333333
2020-09-23 15:39:00,-13.4,2.533333333333333,-5.155555555555556,-3.111111111111111,-6.4,8.11111111111111,-0.044444444444444446,4.933333333333334,11.822222222222223,11.28888888888889,1.0666666666666667,5.5777777777777775
2020-09-23 15:40:00,-13.422222222222222,2.5555555555555554,-5.133333333333334,-3.111111111111111,-6.266666666666667,8.155555555555555,0.0,4.844444444444444,11.8,11.222222222222221,1.1111111111111112,5.622222222222222
2020-09-23 15:41:00,-13.422222222222222,2.5555555555555554,-5.155555555555556,-3.1333333333333333,-6.133333333333334,8.2,0.044444444444444446,4.7555555555555555,11.777777777777779,11.177777777777777,1.1333333333333333,5.688888888888889
2020-09-23 15:42:00,-13.444444444444445,2.577777777777778,-5.155555555555556,-3.2,-5.955555555555556,8.244444444444444,0.044444444444444446,4.644444444444445,11.733333333333333,11.155555555555555,1.1777777777777778,5.777777777777778
2020-09-23 15:43:00,-13.466666666666667,2.577777777777778,-5.133333333333334,-3.2444444444444445,-5.777777777777778,8.28888888888889,0.06666666666666667,4.5777777777777775,11.733333333333333,11.155555555555555,1.2444444444444445,5.866666666666666
2020-09-23 15:44:00,-13.466666666666667,2.6,-5.111111111111111,-3.2888888888888888,-5.555555555555555,8.355555555555556,0.06666666666666667,4.533333333333333,11.688888888888888,11.155555555555555,1.3111111111111111,5.933333333333334
2020-09-23 15:45:00,-13.511111111111111,2.6,-5.044444444444444,-3.3333333333333335,-5.311111111111111,8.422222222222222,0.06666666666666667,4.511111111111111,11.666666666666666,11.155555555555555,1.4,6.022222222222222
2020-09-23 15:46:00,-13.555555555555555,2.6444444444444444,-4.977777777777778,-3.4,-5.044444444444444,8.488888888888889,0.044444444444444446,4.488888888888889,11.622222222222222,11.177777777777777,1.488888888888889,6.111111111111111
2020-09-23 15:47:00,-13.644444444444444,2.6666666666666665,-4.888888888888889,-3.466666666666667,-4.777777777777778,8.511111111111111,0.06666666666666667,4.444444444444445,11.577777777777778,11.177777777777777,1.5333333333333334,6.177777777777778
2020-09-23 15:48:00,-13.733333333333333,2.688888888888889,-4.777777777777778,-3.5555555555555554,-4.533333333333333,8.533333333333333,0.08888888888888889,4.355555555555555,11.555555555555555,11.155555555555555,1.6,6.266666666666667
2020-09-23 15:49:00,-13.8,2.7333333333333334,-4.688888888888889,-3.6,-4.311111111111111,8.555555555555555,0.08888888888888889,4.288888888888889,11.533333333333333,11.133333333333333,1.711111111111111,6.333333333333333
2020-09-23 15:50:00,-13.866666666666667,2.8,-4.6,-3.688888888888889,-4.044444444444444,8.577777777777778,0.08888888888888889,4.177777777777778,11.511111111111111,11.088888888888889,1.7777777777777777,6.355555555555555
2020-09-23 15:51:00,-13.933333333333334,2.8666666666666667,-4.533333333333333,-3.8222222222222224,-3.7555555555555555,8.577777777777778,0.1111111111111111,4.088888888888889,11.533333333333333,11.0,1.8222222222222222,6.377777777777778
2020-09-23 15:52:00,-13.977777777777778,2.911111111111111,-4.466666666666667,-3.911111111111111,-3.488888888888889,8.622222222222222,0.08888888888888889,4.044444444444444,11.533333333333333,10.933333333333334,1.8666666666666667,6.4
2020-09-23 15:53:00,-14.044444444444444,2.9555555555555557,-4.377777777777778,-3.977777777777778,-3.2,8.644444444444444,0.06666666666666667,3.977777777777778,11.511111111111111,10.844444444444445,1.9555555555555555,6.466666666666667
2020-09-23 15:54:00,-14.088888888888889,2.977777777777778,-4.333333333333333,-4.022222222222222,-2.911111111111111,8.688888888888888,0.022222222222222223,3.9555555555555557,11.511111111111111,10.733333333333333,2.066666666666667,6.555555555555555
2020-09-23 15:55:00,-14.088888888888889,3.022222222222222,-4.266666666666667,-4.088888888888889,-2.6666666666666665,8.71111111111111,-0.06666666666666667,3.933333333333333,11.466666666666667,10.644444444444444,2.1333333333333333,6.6
2020-09-23 15:56:00,-14.11111111111111,3.0444444444444443,-4.155555555555556,-4.155555555555556,-2.4444444444444446,8.733333333333333,-0.15555555555555556,3.911111111111111,11.444444444444445,10.577777777777778,2.2222222222222223,6.644444444444445
2020-09-23 15:57:00,-14.133333333333333,3.111111111111111,-4.066666666666666,-4.2444444444444445,-2.2,8.755555555555556,-0.2222222222222222,3.8444444444444446,11.466666666666667,10.466666666666667,2.2888888888888888,6.644444444444445
2020-09-23 15:58:00,-14.155555555555555,3.1555555555555554,-3.977777777777778,-4.311111111111111,-1.9333333333333333,8.777777777777779,-0.3333333333333333,3.7555555555555555,11.511111111111111,10.333333333333334,2.3555555555555556,6.644444444444445
2020-09-23 15:59:00,-14.133333333333333,3.2,-3.911111111111111,-4.377777777777778,-1.711111111111111,8.822222222222223,-0.4222222222222222,3.6666666666666665,11.533333333333333,10.155555555555555,2.466666666666667,6.666666666666667
2020-09-23 16:00:00,-14.155555555555555,3.2222222222222223,-3.8222222222222224,-4.444444444444445,-1.5333333333333334,8.866666666666667,-0.5333333333333333,3.6,11.6,10.0,2.577777777777778,6.644444444444445
2020-09-23 16:01:00,-14.133333333333333,3.2444444444444445,-3.7333333333333334,-4.511111111111111,-1.4,8.866666666666667,-0.6666666666666666,3.533333333333333,11.688888888888888,9.822222222222223,2.6666666666666665,6.622222222222222
2020-09-23 16:02:00,-14.11111111111111,3.2888888888888888,-3.6222222222222222,-4.533333333333333,-1.2222222222222223,8.844444444444445,-0.8222222222222222,3.466666666666667,11.777777777777779,9.622222222222222,2.7111111111111112,6.6
2020-09-23 16:03:00,-14.066666666666666,3.2888888888888888,-3.511111111111111,-4.511111111111111,-1.0666666666666667,8.822222222222223,-0.9333333333333333,3.4444444444444446,11.844444444444445,9.377777777777778,2.7777777777777777,6.622222222222222
2020-09-23 16:04:00,-14.0,3.2444444444444445,-3.422222222222222,-4.511111111111111,-0.9111111111111111,8.8,-1.0666666666666667,3.422222222222222,11.911111111111111,9.088888888888889,2.8222222222222224,6.644444444444445
